Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out),Fed Rate,CPI,Consumer Confidence,Unemployment Rate
SANBU US,Sanaby Health Acquisition Corp I,172.5,,,,17.25,10.0,0.05,172.5,2021-10-15,79956P201,,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0790322580645161,281.649,71.7,4.5
THACU US,Thrive Acquisition Corp,172.5,,,,17.25,10.0,0.05,172.5,2021-10-21,N.A.,,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0790322580645161,281.649,71.7,4.5
ARCKU US,Arbor Rapha Capital Bioholdings Corp I,172.5,,,-0.7,17.25,10.0,0.08000000119,172.5,2021-10-29,03881F203,-0.2,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0790322580645161,281.649,71.7,4.5
EVCOU US,Everest Consolidator Acquisition Corp,172.5,,,-3.3,17.25,10.0,0.0699999988099999,172.5,2021-11-24,29978K201,-0.1,2490000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,14.4158,0.0796666666666666,283.411,67.4,4.2
ALORU US,ALSP Orchid Acquisition Corp I,172.5,,,0.2,18.075,10.0,0.08999999762,180.75,2021-11-19,N.A.,-0.0480127,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0796666666666666,283.411,67.4,4.2
NGC/U US,Northern Genesis Acquisition Corp III,172.45,,,,17.245,10.0,-0.1299999952,172.45,2021-03-24,66516W206,,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0696774193548387,271.453,84.9,6.1
GFOR/U US,NKGen Biotech Inc,171.615,,,-314.4,17.1615,10.0,-0.0699999988099999,171.615,2021-05-21,384272209,-1.4,,10.00 - 10.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,0.0580645161290322,275.457,82.9,5.8
SWSSU US,Clean Energy Special Situations Corp,171.186,,,0.9,17.7636,10.0,-0.15,177.636,2021-08-26,85205U206,-0.0380521,1490000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,20.2346,0.092258064516129,279.021,70.3,5.1
TWCBU US,Bilander Acquisition Corp,168.516,,,1.4,16.8516,10.0,-0.0600000023799999,168.516,2021-07-16,09001T205,-0.0319264,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0980645161290322,278.639,81.2,5.4
ARHS US,Arhaus Inc,167.742,-1.2,5.3,5.9,52.5263,13.0,-0.1183431973846153,682.842,2021-11-04,04035M102,1.0,63200000.0,14.00 - 17.00,Priced Below Range,Home Furnishings,"Consumer, Cyclical",Home Furnishings,118.026,0.0796666666666666,283.411,67.4,4.2
ISAA US,IRON SPARK I INC,166.8,,,,22.7875,10.0,-0.0699999988099999,227.875,2021-06-09,46301G103,-0.0742077,2060000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,11.5209,0.078,277.608,85.5,5.9
SAMAU US,Schultze Special Purpose Acquisition Corp II,165.0,,,2.1,16.5,10.0,-0.08000000119,165.0,2021-10-08,808212203,-0.0605496,2690000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,29.7767,0.0790322580645161,281.649,71.7,4.5
RMMZ US,RiverNorth Managed Duration Municipal Income Fund II Inc,165.0,,,,0.0,20.0,-0.36500000955,0.0,2022-02-11,76882M104,,2080000.0,20.00 - 20.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,24.5696,0.08,288.256,62.8,3.8
THRX US,Theseus Pharmaceuticals Inc,160.003,,,-21.3,35.864,16.0,1.0078125,573.824,2021-10-07,88369M101,-0.8,9440000.0,14.00 - 16.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,21.137,0.0790322580645161,281.649,71.7,4.5
OB US,Outbrain Inc,160.0,-4.9,-0.0798989,-0.1,53.8555,20.0,0.0,1077.11,2021-07-23,69002R103,1.3,28500000.0,24.00 - 26.00,Priced Below Range,Software,Technology,Applications Software,30.3363,0.0980645161290322,278.639,81.2,5.4
BNNRU US,Banner Acquisition Corp,157.0,,,,15.7,10.0,-0.1,157.0,2021-09-08,06654K200,-0.0728833,5390000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,34.3338,0.0793333333333333,279.727,72.8,4.7
ATAQ/U US,Altimar Acquisition Corp III,155.25,,,6.5,15.525,10.0,0.0,155.25,2021-03-04,N.A.,-0.0292934,500000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,12.4408,0.0696774193548387,271.453,84.9,6.1
2558361D US,Sizzle Acquisition Corp,155.0,,,,15.5,10.0,0.0600000023799999,155.0,2021-11-04,8.30E+212,,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0796666666666666,283.411,67.4,4.2
IMGO US,Imago Biosciences Inc,154.56,,,-26.1,33.3757,16.0,0.11328125,534.011,2021-07-16,45250K107,-2.5,12100000.0,14.00 - 16.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,35.6998,0.0980645161290322,278.639,81.2,5.4
ALPAU US,Longevity Health Holdings Inc,154.441,,-20605.4,-31.7,15.8991,10.0,0.0,158.991,2021-07-27,02073F203,-0.2,,10.00 - 10.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,0.0980645161290322,278.639,81.2,5.4
BMEA US,Biomea Fusion Inc,153.0,,,-98.9,28.7679,17.0,0.5536332411176471,489.054,2021-04-16,09077A106,-3.3,25400000.0,15.00 - 17.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,67.6762,0.069,273.626,88.3,6.1
SNSE US,Sensei Biotherapeutics Inc,152.576,,,-50.3,30.5885,19.0,-0.0277008320157894,581.182,2021-02-04,81728A108,-0.9,8180000.0,16.00 - 18.00,Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,32.4461,0.0757142857142857,270.776,76.8,6.2
AKYA US,Akoya Biosciences Inc,151.34,-15.4,-67.7,-36.2,36.6763,20.0,1.5125,733.526,2021-04-16,00974H104,-0.8,36600000.0,18.00 - 20.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,73.5673,0.069,273.626,88.3,6.1
JOANQ US,JOANN Inc,150.937,-8.3,-9.0,-10.0,42.0117,12.0,0.1736111044999999,504.14,2021-03-12,47768J101,-1.8,36200000.0,15.00 - 17.00,Priced Below Range,Retail,"Consumer, Cyclical",Retail-Arts&Crafts,86.3434,0.0696774193548387,271.453,84.9,6.1
ABGI US,ABG Acquisition Corp I,150.65,,,0.00328641,18.802,10.0,0.3400000095,188.02,2021-02-17,N.A.,-0.072657,2280000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,14.6397,0.0757142857142857,270.776,76.8,6.2
NRDS US,NerdWallet Inc,150.075,14.7,4.4,7.1,34.1492,18.0,3.1790122983333333,614.686,2021-11-04,64082B102,0.9,44900000.0,17.00 - 19.00,Priced Within Range,Diversified Finan Serv,Financial,Finance-Consumer Loans,104.979,0.0796666666666666,283.411,67.4,4.2
TRML US,Tourmaline Bio Inc,150.025,,,-28.2,40.0869,17.0,-0.259515566,681.477,2021-05-07,89157D105,-3.0,24100000.0,16.00 - 18.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,93.7855,0.0580645161290322,275.457,82.9,5.8
ASAXU US,Astrea Acquisition Corp,150.0,,,-1.8,15.43,10.0,0.2299999951999999,154.3,2021-02-04,04637C205,-0.0770337,591829.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,2.68555,0.0757142857142857,270.776,76.8,6.2
MITAU US,Coliseum Acquisition Corp,150.0,,,3.3,15.0,10.0,-0.1,150.0,2021-06-23,N.A.,-0.020084,2970000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,30.8469,0.078,277.608,85.5,5.9
AMCIU US,LanzaTech Global Inc,150.0,-20.8,-277.7,-66.1,15.0,10.0,-0.15,150.0,2021-08-04,00166R209,-0.4,,10.00 - 10.00,Priced Within Range,Environmental Control,Industrial,Hazardous Waste Disposal,,0.092258064516129,279.021,70.3,5.1
CCAIU US,Cascadia Acquisition Corp,150.0,,,,15.0,10.0,-0.1399999975999999,150.0,2021-08-26,14739D209,,3440000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.092258064516129,279.021,70.3,5.1
AACIU US,Armada Acquisition Corp I,150.0,,,,15.0,10.0,-0.2,150.0,2021-08-13,04208V202,,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.092258064516129,279.021,70.3,5.1
BLNGU US,Belong Acquisition Corp,150.0,,,2.9,15.55,10.0,-0.1,155.5,2021-07-23,08069M201,0.4,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0980645161290322,278.639,81.2,5.4
APMIU US,AxonPrime Infrastructure Acquisition Corp,150.0,,,3.3,15.0,10.0,-0.15,150.0,2021-08-13,05467C207,-0.0220789,1500000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,10.0,0.092258064516129,279.021,70.3,5.1
PEPLU US,PepperLime Health Acquisition Corp,150.0,,,0.8,17.25,10.0,-0.1,150.0,2021-10-15,N.A.,-0.0205294,1490000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,121.503,0.0790322580645161,281.649,71.7,4.5
RCACU US,Revelstone Capital Acquisition Corp,150.0,,,1.5,15.0,10.0,-0.1100000024,150.0,2021-12-17,76137R205,-0.0587703,4260000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,121.038,0.0796774193548387,285.221,70.6,3.9
ZVIA US,Zevia PBC,149.8,-6.8,-12.9,-25.1,34.4165,14.0,-0.1785714285714285,481.831,2021-07-22,98955K104,-0.0174468,39600000.0,13.00 - 15.00,Priced Within Range,Beverages,"Consumer, Non-cyclical",Beverages-Non-alcoholic,63.9347,0.0980645161290322,278.639,81.2,5.4
ARYE US,ARYA Sciences Acquisition Corp V,149.5,,,1.9,18.66,10.0,0.05,186.6,2021-07-13,N.A.,-0.0203632,3600000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,23.3077,0.0980645161290322,278.639,81.2,5.4
RACB US,Research Alliance Corp II,149.5,,,-0.6,18.66,10.0,0.2099999904999999,186.6,2021-03-18,760873109,-0.0334234,4740000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,30.6498,0.0696774193548387,271.453,84.9,6.1
ARYD US,ARYA Sciences Acquisition Corp IV,149.5,,,-6.7,18.66,10.0,1.130000019,186.6,2021-02-26,N.A.,-0.0739992,,10.00 - 10.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,,0.0757142857142857,270.776,76.8,6.2
GOGRIDSD SS,Smart Wires Technology Ltd,149.49,198.2,-144.1,-65.2,99.3323,41.5,-0.6639570212048193,488.458,,N.A.,-1.0,,,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,,,,,
CYTT US,Cyteir Therapeutics Inc,149.141,,,-26.4,35.5766,18.0,-0.1851851807777777,640.379,2021-06-18,23284P103,-1.2,22300000.0,16.00 - 18.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,62.0167,0.078,277.608,85.5,5.9
TERN US,Terns Pharmaceuticals Inc,146.625,,,-28.1,25.0967,17.0,0.4809688680588235,426.644,2021-02-05,880881107,-0.8,94600000.0,15.00 - 17.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,108.372,0.0757142857142857,270.776,76.8,6.2
SDIG US,Stronghold Digital Mining Inc,146.118,-31.9,-67.9,-18.7,19.2111,19.0,2.742382250526316,365.011,2021-10-20,86337R202,-1.0,9070000.0,16.00 - 18.00,Priced Above Range,Investment Companies,Financial,Investment Companies,60.6187,0.0790322580645161,281.649,71.7,4.5
CVRX US,CVRx Inc,144.9,30.5,-116.9,-49.9,20.3449,18.0,3.0864198472222224,366.208,2021-06-30,126638105,-1.8,18500000.0,15.00 - 17.00,Priced Above Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,71.1545,0.078,277.608,85.5,5.9
EUSGU US,European Sustainable Growth Acquisition Corp,143.75,,,,14.375,10.0,1.1600000380000002,143.75,2021-01-22,N.A.,,3000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,0.0207828,0.0851612903225806,270.416,79.0,6.4
GSQB/U US,G Squared Ascend II Inc,143.75,,,,14.375,10.0,0.0,143.75,2021-06-15,N.A.,-0.029551,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.078,277.608,85.5,5.9
PRBMU US,Parabellum Acquisition Corp,143.75,,,,14.375,10.0,0.0,143.75,2021-09-28,69901P208,-0.1,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0793333333333333,279.727,72.8,4.7
RICOU US,Agrico Acquisition Corp,143.75,,,,14.375,10.0,0.0,143.75,2021-07-08,N.A.,,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0980645161290322,278.639,81.2,5.4
FNA US,Paragon 28 Inc,143.75,18.3,-21.3,-17.5,76.3749,16.0,1.05859375,1222.0,2021-10-15,69913P105,-0.3,57800000.0,15.00 - 17.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,68.8251,0.0790322580645161,281.649,71.7,4.5
ROSEU US,Rose Hill Acquisition Corp,143.75,,,5.2,14.375,10.0,0.0699999988099999,143.75,2021-10-14,N.A.,0.0799899,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0790322580645161,281.649,71.7,4.5
OLITU US,Syntec Optics Holdings Inc,143.75,,6.7,7.2,14.375,10.0,0.0600000023799999,143.75,2021-11-09,68218C207,0.0862683,830000.0,10.00 - 10.00,Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,15.5197,0.0796666666666666,283.411,67.4,4.2
9991006D US,Ambrx Biopharma Cayman Inc,142.07,-0.7,-1053.7,-41.4,7.8928,18.0,-0.2932098706666666,142.07,2021-06-18,02290A102,-1.7,,17.00 - 19.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,0.078,277.608,85.5,5.9
USER US,User Testing Inc,140.0,44.2,-34.4,-23.3,141.937,14.0,0.0051020410442857,1987.12,2021-11-17,9.17E+105,-1.2,25300000.0,15.00 - 17.00,Priced Below Range,Software,Technology,Applications Software,17.1952,0.0796666666666666,283.411,67.4,4.2
AVTE US,Aerovate Therapeutics Inc,139.782,,,-67.0,24.4104,14.0,4.505102157857143,341.746,2021-06-30,8064107,-2.4,32200000.0,13.00 - 15.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,111.174,0.078,277.608,85.5,5.9
CLOEU US,Clover Leaf Capital Corp,138.312,,,-7.3,14.4602,10.0,0.01000000015,144.602,2021-07-20,1.89E+208,-0.2,1000000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,40.9658,0.0980645161290322,278.639,81.2,5.4
IBER/U US,Ibere Pharmaceuticals,138.0,,,2.2,13.8,10.0,0.05,138.0,2021-02-26,N.A.,-0.0584286,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0757142857142857,270.776,76.8,6.2
JATT/U US,Zura Bio Ltd,138.0,,,-32.3,13.8,10.0,-0.05,138.0,2021-07-14,N.A.,-0.3,,10.00 - 10.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,0.0980645161290322,278.639,81.2,5.4
JWACU US,JUPITER WELLNESS ACQUISITION CORP,138.0,,,,14.375,10.0,0.0200000003,143.75,2021-12-07,4.82E+211,,1580000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,10.7671,0.0796774193548387,285.221,70.6,3.9
DBTX US,Decibel Therapeutics Inc,137.916,,55.8,-47.1,23.9016,18.0,0.0092592595333333,430.229,2021-02-12,24343R106,-2.2,8080000.0,16.00 - 18.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,32.1761,0.0757142857142857,270.776,76.8,6.2
AOMR US,Angel Oak Mortgage REIT Inc,136.8,2.5,23.0,1.2,25.503,19.0,-0.0969529088947368,484.557,2021-06-17,03464Y108,1.4,20400000.0,20.00 - 21.00,Priced Below Range,REITS,Financial,REITS-Mortgage,86.7411,0.078,277.608,85.5,5.9
2538060D US,Rain Oncology Inc,133.365,,,-81.7,26.4613,17.0,-0.4152249168235294,449.842,2021-04-23,75082Q105,-2.2,6980000.0,16.00 - 18.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,19.1898,0.069,273.626,88.3,6.1
ATSPU US,SoundHound AI Inc,133.0,84.6,-414.0,,13.69,10.0,-0.0699999988099999,136.9,2021-03-11,39562202,-0.3,,10.00 - 10.00,Priced Within Range,Software,Technology,Applications Software,,0.0696774193548387,271.453,84.9,6.1
DIBS US,1stdibs.com Inc,132.25,4.2,-21.1,-11.4,37.4585,20.0,2.125,749.17,2021-06-10,320551104,-0.0769426,24100000.0,18.00 - 21.00,Priced Within Range,Internet,Communications,E-Commerce/Products,67.4926,0.078,277.608,85.5,5.9
RXST US,RxSight Inc,131.976,57.0,-19.6,-10.9,27.6234,16.0,0.0,441.974,2021-07-30,78349D107,-0.4,38900000.0,16.00 - 18.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,96.1784,0.0980645161290322,278.639,81.2,5.4
XPOF US,Xponential Fitness Inc,130.848,0.7,-21.1,-14.4,23.74,12.0,0.1736111044999999,284.88,2021-07-23,98422X101,0.3,31900000.0,14.00 - 16.00,Priced Below Range,Leisure Time,"Consumer, Cyclical",Recreational Centers,94.5964,0.0980645161290322,278.639,81.2,5.4
FNCH US,Finch Therapeutics Group Inc,130.779,-87.5,-69863.5,-22.3,47.3383,17.0,1.4948096552941177,804.751,2021-03-19,31773D200,-19.6,160367.0,15.00 - 17.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,9.98698,0.0696774193548387,271.453,84.9,6.1
SCMAU US,Seaport Calibre Materials Acquisition Corp,130.0,,,,13.0,10.0,0.01000000015,130.0,2021-10-28,812204204,-0.3,1290000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,9.9,0.0790322580645161,281.649,71.7,4.5
LATGU US,Chenghe Acquisition I Co,130.0,,,,13.0,10.0,0.0,130.0,2022-01-25,N.A.,,1500000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,26.7834,0.0793548387096774,286.799,67.2,4.0
XLO US,Xilio Therapeutics Inc,129.906,,-918.0,-88.2,27.4321,16.0,0.0,438.914,2021-10-22,98422T100,-0.3,15000000.0,16.00 - 18.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,29.0364,0.0790322580645161,281.649,71.7,4.5
IMRX US,Immuneering Corp,129.375,,,-78.6,25.5144,15.0,1.151111094,382.716,2021-07-30,4.53E+111,-1.8,7340000.0,14.00 - 16.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,20.4445,0.0980645161290322,278.639,81.2,5.4
NBSTU US,Newbury Street Acquisition Corp,128.439,,,0.1,13.2339,10.0,-0.1399999975999999,132.339,2021-03-23,65101L203,-0.2,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0696774193548387,271.453,84.9,6.1
NEXI US,NexImmune Inc,126.509,,,-130.4,22.5216,17.0,2.8823529411764706,382.867,2021-02-12,65344D208,-29.9,120324.0,15.00 - 17.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,8.62742,0.0757142857142857,270.776,76.8,6.2
MEOAU US,Minority Equality Opportunities Acquisition Inc,126.5,,,2.8,11.0,10.0,0.0300000011899999,110.0,2021-08-26,60436Q209,-0.0863947,2470000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.092258064516129,279.021,70.3,5.1
CNTQU US,Dragonfly Energy Holdings Corp,126.5,-21.3,-80.2,-54.0,0.0,10.0,0.0400000006,0.0,2021-08-11,159561208,-1.0,900000.0,10.00 - 10.00,Priced Within Range,Leisure Time,"Consumer, Cyclical",Recreational Vehicles,14.3866,0.092258064516129,279.021,70.3,5.1
CTSUF US,Cactus Acquisition Corp 1 Ltd,126.5,,,-8.6,12.65,10.0,0.0400000006,126.5,2021-10-29,N.A.,-0.084927,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0790322580645161,281.649,71.7,4.5
DMAQU US,TruGolf Holdings Inc,126.5,,-40.2,,15.67,10.0,0.05,156.7,2021-10-27,243733201,-0.3,,10.00 - 10.00,Priced Within Range,Entertainment,"Consumer, Cyclical",Resorts/Theme Parks,,0.0790322580645161,281.649,71.7,4.5
OHAAU US,OPY Acquisition Corp I,126.5,,,-0.3,12.65,10.0,-0.05,126.5,2021-10-27,671005205,-0.0460701,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0790322580645161,281.649,71.7,4.5
FRBNU US,Forbion European Acquisition Corp,126.5,,,0.0233224,12.65,10.0,-0.01000000015,126.5,2021-12-10,N.A.,-0.0477563,,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0796774193548387,285.221,70.6,3.9
OMGAQ US,Omega Therapeutics Inc,125.8,49.2,-3148.9,-55.6,46.7258,17.0,-0.3460207546470588,794.339,2021-07-30,68217N105,-1.6,40100000.0,16.00 - 18.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,72.3377,0.0980645161290322,278.639,81.2,5.4
EVOJU US,Evo Acquisition Corp,125.005,,,5.8,12.5005,10.0,0.3,125.005,2021-02-09,30052G207,-0.1,467751.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,48.6182,0.0757142857142857,270.776,76.8,6.2
CMPX US,Compass Therapeutics Inc,125.003,,-5808.8,-33.2,0.0,3.5,0.0,0.0,2021-11-02,20454B104,-0.3,117000000.0,,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,84.6216,0.0796666666666666,283.411,67.4,4.2
CHWAU US,Wag! Group Co,125.0,-15.9,-24.9,-46.1,0.0,10.0,0.0,0.0,2021-08-30,N.A.,-0.1,2970000.0,10.00 - 10.00,Priced Within Range,Internet,Communications,E-Commerce/Services,18.9323,0.092258064516129,279.021,70.3,5.1
LIONU US,Lionheart III Corp,125.0,,,,12.5,10.0,0.0400000006,125.0,2021-11-04,536262207,,650000.0,10.00 - 10.00,Priced Within Range,Computers,Technology,Computer Data Security,5.03876,0.0796666666666666,283.411,67.4,4.2
SPKCu/U CN,Silver Spike III Acquisition Corp,125.0,,,2.3,0.0,10.0,-0.05,0.0,,828175208,0.1,,,,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,,,,
SGIIU US,Seaport Global Acquisition II Corp,125.0,,,-0.9,14.375,10.0,0.05,125.0,2021-11-17,81221H204,-0.0599201,1850000.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,24.2079,0.0796666666666666,283.411,67.4,4.2
NUBIU US,Solidion Technology Inc,123.5,,,-142.6,12.35,10.0,-0.0400000006,123.5,2022-03-11,67022R202,-0.2,3730000.0,10.00 - 10.00,Priced Within Range,Miscellaneous Manufactur,Industrial,Advanced Materials/Prd,29.9182,0.2009677419354839,289.044,59.4,3.7
TBIO US,Telesis Bio Inc,122.667,0.2,-173.4,-62.8,29.2289,16.0,0.9765625,467.662,2021-06-18,192003200,-20.9,994972.0,14.00 - 16.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,56.0286,0.078,277.608,85.5,5.9
FSBC US,Five Star Bancorp,121.096,17.3,36.2,1.1,17.0551,20.0,1.0625,341.102,2021-05-05,33830T103,2.5,13100000.0,18.00 - 20.00,Priced Within Range,Banks,Financial,Commer Banks-Western US,61.3509,0.0580645161290322,275.457,82.9,5.8
HOWL US,Werewolf Therapeutics Inc,120.0,-90.5,-3740.8,-46.7,26.2894,16.0,0.0390625,420.63,2021-04-30,95075A107,-1.3,36900000.0,15.00 - 17.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,82.2822,0.069,273.626,88.3,6.1
WEAV US,Weave Communications Inc,120.0,19.8,-13.8,-14.5,62.9064,24.0,-0.9045139154166668,1509.75,2021-11-11,94724R108,0.2,70100000.0,25.00 - 28.00,Priced Below Range,Software,Technology,Computer Software,93.5861,0.0796666666666666,283.411,67.4,4.2
BVS US,Bioventus Inc,119.6,11.8,-5.8,-4.3,38.8972,13.0,3.674556145384616,490.064,2021-02-11,09075A108,0.6,47700000.0,16.00 - 18.00,Priced Below Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,72.116,0.0757142857142857,270.776,76.8,6.2
TRIN US,Trinity Capital Inc,118.742,,,7.4,26.4153,14.0,0.5102040767857143,369.814,2021-01-29,896442308,-6.0,15300000.0,,,Investment Companies,Financial,Investment Companies,24.3247,0.0851612903225806,270.416,79.0,6.4
NPCE US,NeuroPace Inc,117.3,22.1,-33.9,-26.8,0.0,17.0,2.754325193529412,0.0,2021-04-22,641288105,-0.6,20500000.0,15.00 - 17.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,62.8661,0.069,273.626,88.3,6.1
ROCRU US,QualTek Services Inc,115.0,23.1,-4.8,-5.3,0.0,10.0,0.08999999762,0.0,2021-03-03,77867Q201,-3.0,567961.0,10.00 - 10.00,Priced Within Range,Engineering&Construction,Industrial,Building-Heavy Construct,3.84199,0.0696774193548387,271.453,84.9,6.1
MACAU US,Moringa Acquisition Corp,115.0,,,0.4,11.85,10.0,0.6599999905,118.5,2021-02-17,N.A.,0.0499823,484348.0,10.00 - 10.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,15.7791,0.0757142857142857,270.776,76.8,6.2
ADF/U US,Hagerty Inc,115.0,19.9,0.8,0.5,13.7,10.0,-0.01000000015,137.0,2021-04-09,01407X203,2.0,,10.00 - 10.00,Priced Within Range,Insurance,Financial,Property/Casualty Ins,,0.069,273.626,88.3,6.1
