Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup,Fed Rate,CPI,Consumer Confidence,Unemployment Rate
ONSIU US,Outlook Therapeutics Inc,,,-182.2,34.9998,21.9694,6.0,-20.0,131.816,2016-05-13,68235M204,,34.9998,21.9694,,,6-Jun,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics,0.3,0.404579099811517,94.7,4.8
ONTX US,Onconova Therapeutics Inc,-2.1,-7151.7,-33.2,89.1255,21.39,15.0,32.53333282,320.85,2013-07-25,68232V801,-1.1,89.1255,21.39,9.11053,1906470.0,14-Dec,Priced Above Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.1,0.039399753323301,85.1,7.3
ONVI US,Onvia Inc,4.1,-3.3,-14.8,168.0,78.8474,21.0,192.8571472,1655.8,2000-02-29,68338T403,0.4,168.0,78.8474,,,19 - 21,Priced Within Range,Communications,Internet,B2B/E-Commerce,5.79,0.592417061611377,111.3,4.1
OOMA US,Ooma Inc,13.8,-0.9,-0.7,65.0,16.829,13.0,-15.76923084,218.777,2015-07-17,683416101,0.2,65.0,16.829,86.361,20985700.0,16 - 18,Priced Below Range,Communications,Telecommunications,Telecom Services,0.13,0.0067047159295661,93.1,5.2
OPB US,Opus Bank,13.6,24.6,-0.4,163.329,27.8718,30.0,-2.233333349,836.15,2014-04-16,684000102,2.6,163.329,27.8718,27.699,10071400.0,31 - 34,Priced Below Range,Financial,Banks,Commer Banks-Western US,0.08,0.3296754453157729,84.1,6.2
OPBK US,OP Bancorp,24.4,37.4,1.8,25.3,15.4905,11.0,8.181818008,170.395,2018-03-28,67109R109,9.8,25.3,15.4905,54.8454,8336410.0,9.50 - 11.50,Priced Within Range,Financial,Banks,Commer Banks-Western US,1.42,0.2261125904149038,101.4,4.0
OPESU US,BurgerFi International Inc,100.8,-176.4,-66.1,115.0,11.9,10.0,0.200000003,119.0,2018-03-14,68373P209,-0.4,115.0,11.9,,,10-Oct,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Restaurants,1.42,0.2261125904149038,101.4,4.0
OPGN US,OpGen Inc,2.1,-808.3,-43.6,17.1,0.0,6.0,-19.16666603,0.0,2015-05-05,68373L307,-0.5,17.1,0.0,16.8659,9056730.0,5.50 - 6.50,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.13,0.509723202549469,90.7,5.6
OPHM US,OraPharma Inc,,,-43.4,72.0,12.5967,18.0,73.6111145,226.741,2000-03-08,6.86E+110,,72.0,12.5967,,,15 - 17,Priced Above Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,5.78,0.8244994110718371,107.1,4.0
OPI US,Office Properties Income Trust,-1.9,-1.4,0.1,230.0,21.45,20.0,-2.650000095,429.0,2009-06-03,67623C109,4.6,230.0,21.45,83.1111,40363800.0,20 - 22,Priced Within Range,Financial,REITS,REITS-Office Property,0.21,0.8589892263953359,70.8,9.5
OPLK US,Oplink Communications Inc,11.6,-0.5,-0.9,246.6,155.851,18.0,86.80555725,2805.32,2000-10-04,68375Q403,0.2,246.6,155.851,,,16 - 18,Priced Within Range,Communications,Telecommunications,Telecom Eq Fiber Optics,6.6,0.1727115716753108,105.8,3.9
OPP US,RiverNorth/DoubleLine Strategi,,,,220.17,0.0,20.0,-0.100000002,0.0,2016-09-28,76882G107,,220.17,0.0,24.9023,5720360.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.4,0.2403995864628979,91.2,5.0
OPRT US,Oportun Financial Corp,46.9,8.2,-1.8,107.812,26.8932,15.0,7.800000191,403.398,2019-09-26,68376D104,5.8,107.812,26.8932,99.495,33025100.0,15 - 17,Priced Within Range,Financial,Diversified Finan Serv,Finance-Consumer Loans,2.13,0.0783448576930001,93.2,3.5
OPSW US,Opsware Inc,66.5,-15.8,-16.2,172.5,73.2568,6.0,2.604166746,439.54,2001-03-09,68383A101,-0.0343784,172.5,73.2568,,,6-Jun,Priced Within Range,Communications,Internet,Internet Infrastr Sftwr,5.59,0.2275312855517488,91.5,4.3
OPTM US,Optium Corp,,,-0.7,104.65,25.2873,17.5,12.0,442.53,2006-10-27,68402T107,,104.65,25.2873,,,13.50 - 15.50,Priced Above Range,Communications,Telecommunications,Telecommunication Equip,5.34,-0.542138984721521,93.6,4.4
OPTN US,Optinose Inc,51.9,-110.2,-59.0,138.0,37.7613,16.0,18.75,604.181,2017-10-13,68404V100,-1.3,138.0,37.7613,75.1947,62802900.0,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,1.06,-0.0632042103727645,100.7,4.2
OPTR US,Optimer Pharmaceuticals LLC,-29.9,-36.4,-59.8,56.35,22.7977,7.0,21.4285717,159.58,2007-02-09,68401H104,-0.8,56.35,22.7977,,,9-Aug,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,5.29,0.535036755987662,91.3,4.5
OPWR US,OPOWER Inc,15.7,-30.1,-26.9,133.285,48.3748,19.0,21.05263138,919.12,2014-04-04,68375Y109,-0.2,133.285,48.3748,,,17 - 19,Priced Within Range,Technology,Software,Enterprise Software/Serv,0.08,0.3296754453157729,84.1,6.2
OPXT US,Oclaro Fiber Optics Inc,,,-25.1,291.687,64.5491,15.0,16.0,968.24,2007-02-15,68375V105,,291.687,64.5491,,,13 - 15,Priced Within Range,Communications,Telecommunications,Telecommunication Equip,5.29,0.535036755987662,91.3,4.5
ORA US,Ormat Technologies Inc,-5.9,9.3,1.5,107.812,31.5625,15.0,4.466666698,473.44,2004-11-11,686688102,4.6,107.812,31.5625,102.011,57175100.0,15 - 17,Priced Within Range,Utilities,Electric,Electric-Generation,1.83,0.0523834468308086,92.8,5.4
ORBC US,ORBCOMM Inc,-8.6,-13.6,-7.4,101.539,36.3041,11.0,-29.54545403,399.35,2006-11-03,68555P100,0.6,101.539,36.3041,3.45272,2750300.0,14-Dec,Priced Below Range,Communications,Telecommunications,Telecom Services,5.23,-0.1486620416253789,92.1,4.5
ORBZ US,Orbitz Inc,,,,316.68,12.7858,26.0,-3.923076868,332.43,2003-12-17,68556Y100,,316.68,12.7858,,,22 - 24,Priced Above Range,"Consumer, Cyclical",Leisure Time,Travel Services,1.03,-0.108401084010841,92.6,5.7
ORC US,Orchid Island Capital Inc,,,-6.7,35.4,3.342,15.0,-1.333333373,50.13,2013-02-14,68571X301,3.9,35.4,3.342,28.3485,9474680.0,14 - 16,Priced Within Range,Financial,REITS,REITS-Mortgage,0.14,0.8190029529268759,77.6,7.7
ORCC US,Owl Rock Capital Corp,71.9,53.6,3.3,175.95,385.193,15.3,1.241828799,5893.45,2019-07-18,69121K104,-3.1,175.95,385.193,45.3776,178707000.0,15.30 - 16.30,Priced Within Range,Financial,Investment Companies,Investment Companies,2.39,0.1670941622453379,98.4,3.7
ORCD US,Orchard Enterprises Inc,8.5,-28.5,-33.8,38.025,8.6,9.75,-5.128205299,83.85,2006-02-02,68562L100,0.1,38.025,8.6,,,11-Sep,Priced Within Range,"Consumer, Cyclical",Entertainment,Music,4.47,0.2017145738779499,86.7,4.8
ORCH US,Orchid Cellmark Inc,7.8,-7.1,-12.6,48.0,33.9986,8.0,36.71875,271.99,2000-05-05,68573C107,0.1,48.0,33.9986,,,9-Aug,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Services,Medical Labs&Testing Srv,6.17,0.1167542323409229,110.7,4.0
OREXQ US,Orexigen Therapeutics Inc,37.8,-72.7,-53.7,96.6,26.9103,12.0,8.333333015,322.92,2007-04-26,686164302,-7.5,96.6,26.9103,,,13-Nov,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,5.3,0.649616268650889,87.1,4.5
ORH US,Odyssey Group Holdings Inc,29.3,11.2,3.4,308.572,65.1429,18.0,-4.444444656,1172.57,2001-06-14,67612W108,,308.572,65.1429,0.0063599,3600.0,16 - 19,Priced Within Range,Financial,Insurance,Reinsurance,4.14,0.16882386043895,92.6,4.5
ORIC US,ORIC Pharmaceuticals Inc,,,-32.9,138.0,29.9174,16.0,61.0625,478.678,2020-04-24,68622P109,-1.5,138.0,29.9174,88.9828,35216400.0,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.06,-0.668694186699718,71.8,14.8
ORSNU US,Orisun Acquisition Corp,,,-1.3,44.4,4.22,10.0,0.0,0.0,2019-08-02,68632T208,-0.1,44.4,4.22,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,2.14,-0.0050668236082817,89.8,3.6
OSCA US,OSCA Inc,33.3,5.5,-1.8,86.8,5.6,15.5,13.7096777,86.8,2000-06-15,687836106,1.8,86.8,5.6,,,14 - 16,Priced Within Range,Energy,Oil&Gas Services,Oil-Field Services,6.65,0.5247813411078819,106.4,4.0
OSH US,Oak Street Health Inc,62.2,-28.5,-26.4,377.345,240.87,21.0,90.47618866,5058.27,2020-08-06,67181A107,-0.8,377.345,240.87,103.219,250736000.0,19 - 20,Priced Above Range,"Consumer, Non-cyclical",Healthcare-Services,Medical-Outptnt/Home Med,0.1,0.315321052408127,74.1,8.4
OSIR US,Osiris Therapeutics Inc,20.5,25.8,41.0,38.5,27.1394,11.0,0.0,298.53,2006-08-04,68827R108,0.2,38.5,27.1394,0.817457,282254.0,13-Nov,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics,5.27,0.1965601965601969,82.0,4.7
OSP US,OSG America LP,,,-8.7,142.5,15.0,19.0,-0.789473712,285.0,2007-11-09,671028108,,142.5,15.0,,,19 - 21,Priced Within Range,Industrial,Transportation,Transport-Marine,4.59,0.5939617873415811,76.1,4.7
OSPRU US,Sitio Royalties Corp,74.9,19.3,1.4,275.0,27.5,10.0,0.200000003,275.0,2017-07-21,688397207,,275.0,27.5,,,10-Oct,Priced Within Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,1.06,-0.0689922638852294,93.4,4.3
OSS US,One Stop Systems Inc,19.4,3.7,2.6,19.5,11.5189,5.0,-2.400000095,57.5945,2018-02-01,68247W109,0.3,19.5,11.5189,34.6226,6935760.0,8-Jun,Priced Below Range,Technology,Computers,Computers,1.42,0.45346899748655,99.7,4.1
OSTK US,Overstock.com Inc,10.5,14.1,1.3,40.313,14.3934,13.0,0.230769232,187.11,2002-05-29,690370101,1.8,40.313,14.3934,77.3489,35379200.0,16-Dec,Priced Within Range,Communications,Internet,E-Commerce/Products,1.88,0.0,96.9,5.8
OTGS US,OTG Software Inc,24.0,-11.6,-5.3,95.0,25.4762,19.0,195.7236786,484.048,2000-03-09,671059103,-0.1,95.0,25.4762,,,16 - 18,Priced Above Range,Technology,Software,Enterprise Software/Serv,5.78,0.8244994110718371,107.1,4.0
OTIC US,Otonomy Inc,-54.2,-40944.8,-57.0,115.0,21.2733,16.0,7.1875,340.37,2014-08-13,68906L105,-0.6,115.0,21.2733,50.0857,28625700.0,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.09,-0.1670514165792189,82.5,6.1
OTIX US,OTIX Global Inc,-23.2,-41.0,-37.2,50.4,18.9146,14.0,50.8928566,264.8,2000-05-02,68906N200,0.3,50.4,18.9146,,,14-Dec,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,6.17,0.1167542323409229,110.7,4.0
OTRAU US,OTR Acquisition Corp,,,,104.474,10.4474,10.0,-0.5,100.0,2020-11-17,67113Q204,,104.474,10.4474,15.5955,1657830.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,-0.0610627217844137,76.9,6.7
OTT US,Otelco Inc,-1.2,10.1,5.0,141.839,9.67673,15.2,0.328948617,147.09,2004-12-16,688823202,4.8,141.839,9.67673,,,15.20 - 16.80,Priced Within Range,Communications,Telecommunications,Telecom Services,2.04,-0.3664921465968529,97.1,5.4
OTTW US,Ottawa Bancorp Inc,-1.8,20.9,0.9,23.84,0.0,10.0,13.24553299,0.0,2016-10-12,689195105,1.0,23.84,0.0,9.43858,294581.0,10-Oct,Priced Within Range,Financial,Savings&Loans,S&L/Thrifts-Central US,0.29,0.1246748513014319,87.2,4.9
OTWO US,O2wireless Solutions Inc,-15.6,-23.8,-94.4,73.2,22.1763,12.0,11.45833302,266.12,2000-08-16,689803104,0.0809939,73.2,22.1763,,,14-Dec,Priced Within Range,Communications,Telecommunications,Telecom Services,6.51,0.0,107.3,4.1
OUT US,Outfront Media Inc,18.4,2.4,2.7,644.0,123.0,28.0,5.357142925,3444.0,2014-03-28,69007J106,0.6,644.0,123.0,123.346,202477000.0,26 - 28,Priced Within Range,Financial,REITS,REITS-Diversified,0.06,0.6440044126228239,80.0,6.7
OVID US,Ovid therapeutics Inc,1551.5,58.9,-34.4,75.0,24.6019,15.0,-18.33333397,369.029,2017-05-05,690469101,1.7,75.0,24.6019,59.3359,41812200.0,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.91,0.0854721826896363,97.1,4.4
OVNT US,Overnite Corp,11.6,3.8,8.3,522.5,27.913,19.0,16.63157845,530.35,2003-10-31,690322102,4.5,522.5,27.913,,,17 - 19,Priced Within Range,Industrial,Transportation,Transport-Truck,1.11,-0.1079913606911449,89.6,6.0
OVTI US,OmniVision Technologies Inc,-5.1,6.7,3.5,65.0,21.1096,13.0,161.5384674,274.42,2000-07-14,682128103,1.3,65.0,21.1096,,,11-Sep,Priced Above Range,Technology,Semiconductors,Electronic Compo-Semicon,6.86,0.23201856148492,108.3,4.0
OWW US,Orbitz Worldwide Inc,10.0,1.8,-0.6,510.0,82.9125,15.0,-3.333333254,1243.69,2007-07-20,68557K109,1.3,510.0,82.9125,,,16 - 18,Priced Below Range,Communications,Internet,E-Commerce/Services,5.31,-0.0254377207802054,90.4,4.7
OXLC US,Oxford Lane Capital Corp,,,,37.1,1.8613,20.0,-1.5,37.23,2011-01-20,691543102,,37.1,1.8613,6.1155,9716880.0,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.13,0.4763230053974139,74.2,9.1
OXPS US,OptionsXpress Holdings Inc,,,3.0,227.7,61.4943,16.5,23.03030396,1014.66,2005-01-27,684010101,,227.7,61.4943,,,14.50 - 16.50,Priced Within Range,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,1.97,0.2101944298475958,95.5,5.3
OXSQ US,Oxford Square Capital Corp,3.4,106.4,-9.2,149.999,8.69565,15.0,0.0,130.43,2003-11-21,69181V107,-2.1,149.999,8.69565,5.12463,2552880.0,15 - 15,Priced Within Range,Financial,Investment Companies,Investment Companies,1.03,-0.2702702702702639,93.7,5.8
OYST US,Oyster Point Pharma Inc,,-410.2,-103.1,92.0,21.3623,16.0,17.375,341.797,2019-10-31,69242L106,-3.4,92.0,21.3623,92.695,24883300.0,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,1.88,0.2286190552229999,95.5,3.6
P US,Pandora Media LLC,5.9,-35.3,-28.4,240.544,160.078,16.0,8.875,2561.25,2011-06-15,698354107,-0.8,240.544,160.078,1.53069,4154190.0,12-Oct,Priced Above Range,Communications,Internet,Internet Content-Entmnt,0.1,-0.1070967056699219,71.5,9.1
PA US,Intelsat Holding Corp,4.1,8.4,1.9,900.0,122.581,18.0,-3.611111164,2206.46,2005-03-17,69831Y105,3.6,900.0,122.581,,,19 - 21,Priced Below Range,Communications,Telecommunications,Satellite Telecom,2.39,0.7820646506777719,92.6,5.2
PAACU US,Proficient Alpha Acquisition C,,,0.7,115.0,12.58,10.0,0.400000006,125.8,2019-05-30,74317H204,0.010187,115.0,12.58,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,2.45,0.2128758589384109,100.0,3.6
PACB US,Pacific Biosciences of Califor,65.4,-138.8,-15.5,230.0,51.9885,16.0,2.75,831.82,2010-10-27,69404D108,-0.5,230.0,51.9885,119.257,269652000.0,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment,0.2,0.1245198888476958,67.7,9.4
PACDQ US,Pacific Drilling SA,-13.2,-242.1,-22.6,1500.0,210.0,10.0,-17.5,2100.0,2011-04-05,N.A.,-0.9,1500.0,210.0,3.3846,2545340.0,9.85 - 10.50,Priced Within Range,Energy,Oil&Gas,Oil&Gas Drilling,0.11,0.6439429535456989,69.8,9.1
PACE/U US,Nerdy Inc,35.3,-19.4,-9.7,450.0,45.0,10.0,0.600000024,0.0,2020-10-07,N.A.,-0.4,450.0,45.0,,,10-Oct,Priced Within Range,Communications,Internet,Internet Content-Info/Ne,0.09,0.0414937759336148,81.8,6.9
PACEU US,Pace Holdings Corp,,,,450.0,45.0,10.0,1.100000024,450.0,2015-09-11,N.A.,-0.0920723,450.0,45.0,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.14,-0.155675657530359,87.2,5.0
PACQU US,Pure Acquisition Corp,,,0.9,414.0,41.4,10.0,1.200000048,414.0,2018-04-13,74621Q205,-0.067285,414.0,41.4,1.23677,190000.0,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,1.67,0.3975091563348929,98.8,4.0
PACR US,XPO Intermodal Inc,-30.7,0.8,3.4,241.5,36.8118,15.0,6.333333492,552.18,2002-06-12,69373H106,0.9,241.5,36.8118,,,15 - 17,Priced Within Range,Industrial,Transportation,Transport-Services,1.79,0.055617352614023,92.4,5.8
PAGP US,Plains GP Holdings LP,80.6,0.1,0.7,2912.41,132.382,22.0,0.0,2912.4,2013-10-16,72651A207,10.2,2912.41,132.382,102.433,199014000.0,22 - 25,Priced Within Range,Energy,Pipelines,Pipelines,0.08,-0.2575283259804639,73.2,7.2
PAHC US,Phibro Animal Health Corp,13.0,5.2,5.5,219.858,16.4626,15.0,13.33333302,246.94,2014-04-11,71742Q106,0.7,219.858,16.4626,109.903,22351600.0,16 - 18,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.08,0.3296754453157729,84.1,6.2
PALM US,Palm Inc,,,-42.4,874.0,560.921,38.0,150.1644745,21315.0,2000-03-01,696643105,,874.0,560.921,0.00811887,13701.0,30 - 32,Priced Above Range,Technology,Computers,Computers,5.78,0.8244994110718371,107.1,4.0
PANA/U US,Nuvation Bio Inc,,,-13.4,143.75,14.825,10.0,13.0,148.25,2020-07-01,698102209,-0.3,143.75,14.825,,,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.08,0.5058243501670088,72.5,10.2
PAND US,Pandion Therapeutics Inc,807.8,-434.0,,152.896,29.52,18.0,0.555555582,531.36,2020-07-17,698340106,-2.5,152.896,29.52,10.4646,3088700.0,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.08,0.5058243501670088,72.5,10.2
PANW US,Palo Alto Networks Inc,29.2,-4.8,-2.3,299.46,67.5314,42.0,26.5,2836.32,2012-07-20,697435105,6.7,299.46,67.5314,91.9943,276347000.0,38 - 40,Priced Above Range,Communications,Internet,Internet Security,0.09,-0.162978586182561,72.3,8.2
PASG US,Passage Bio Inc,,,-48.8,248.4,45.7983,18.0,23.33333397,824.369,2020-02-28,702712100,-2.3,248.4,45.7983,84.0456,45849600.0,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,1.59,0.2740618131495429,101.0,3.5
PAX/U US,Kennedy-Wilson Holdings Inc,-0.0881057,72.8,1.3,250.0,25.0,10.0,-0.5,250.0,2007-11-15,74347T202,-0.2,250.0,25.0,,,10-Oct,Priced Within Range,Financial,Real Estate,Real Estate Oper/Develop,4.59,0.5939617873415811,76.1,4.7
PAYC US,Paycom Software Inc,25.4,18.5,6.6,114.626,50.811,15.0,2.333333254,762.16,2014-04-15,70432V102,5.5,114.626,50.811,85.3826,51246900.0,18 - 22,Priced Below Range,Technology,Software,Enterprise Software/Serv,0.08,0.3296754453157729,84.1,6.2
PBBI US,PB Bancorp Inc,6.0,24.4,0.7,31.6248,0.0,0.0,,0.0,2016-01-08,70454T100,0.8,31.6248,0.0,17.0544,1270080.0,8-Aug,,Financial,Banks,Commer Banks-Eastern US,0.2,0.165310220906868,92.0,4.8
PBF US,PBF Energy Inc,80.3,0.8,19.1,612.95,23.5677,26.0,0.961538434,612.76,2012-12-13,69318G106,3.9,612.95,23.5677,106.821,130877000.0,25 - 27,Priced Within Range,Energy,Oil&Gas,Oil Refining&Marketing,0.16,-0.2693064490207349,72.9,7.9
PBFS US,Pioneer Bancorp Inc/NY,-2.9,18.2,0.5,111.704,22.5893,10.0,47.5,225.893,2019-07-18,723561106,1.9,111.704,22.5893,21.9556,5703550.0,10-Oct,Priced Within Range,Financial,Banks,Commer Banks Non-US,2.39,0.1670941622453379,98.4,3.7
PBFX US,PBF Logistics LP,-1.3,43.1,17.1,363.688,17.9491,23.0,20.347826,412.83,2014-05-09,69318Q104,2.9,363.688,17.9491,48.8148,30627200.0,19 - 21,Priced Above Range,Energy,Pipelines,Pipelines,0.09,0.3492609840048699,81.9,6.3
PBH US,Prestige Consumer Healthcare I,15.2,18.9,5.6,515.2,50.0,16.0,10.9375,800.0,2005-02-10,74112D101,5.1,515.2,50.0,107.249,53115900.0,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,2.4,0.576822233875206,94.1,5.4
PBIP US,Prudential Bancorp Inc,-17.1,28.9,-0.040488,49.098,0.0,10.0,-1.5,0.0,2005-03-30,74431A101,0.6,49.098,0.0,12.2097,949460.0,,,Financial,Savings&Loans,S&L/Thrifts-Eastern US,2.39,0.7820646506777719,92.6,5.2
PBPB US,Potbelly Corp,30.4,-6.2,-5.0,120.75,29.1315,14.0,119.7857132,407.84,2013-10-04,73754Y100,-0.1,120.75,29.1315,58.4962,16854100.0,13-Dec,Priced Above Range,"Consumer, Cyclical",Retail,Retail-Restaurants,0.08,-0.2575283259804639,73.2,7.2
PBSC US,Packard Bioscience Co,4.0,-3.8,17.8,108.0,60.3017,9.0,1.388888836,542.72,2000-04-20,695172205,0.1,108.0,60.3017,,,16 - 18,Priced Below Range,Industrial,Electronics,Instruments-Scientific,6.17,0.058411214953279,109.2,3.8
PBSK US,Poage Bankshares Inc,-2.0,-15.2,-0.5,33.7238,0.0,10.0,11.30000019,0.0,2011-09-13,730206109,1.4,33.7238,0.0,12.7076,444416.0,10-Oct,Priced Within Range,Financial,Savings&Loans,S&L/Thrifts-Southern US,0.08,0.1518462115694609,59.5,9.0
PBYI US,Puma Biotechnology Inc,12.4,-11.5,4.6,60.0,20.04,0.0,,0.0,2012-03-21,74587V107,0.5,60.0,20.04,65.2609,29785200.0,3.75 - 3.75,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,0.11,0.7594558623930859,76.2,8.2
PCAF US,Printcafe Software Inc,11.1,-87.7,-60.3,37.5,10.5951,10.0,-20.0,105.95,2002-06-18,742562101,-1.8,37.5,10.5951,,,11-Sep,Priced Within Range,Technology,Software,Applications Software,1.79,0.055617352614023,92.4,5.8
PCAP US,Patriot Capital Funding Inc,,,-13.1,149.8,0.0,14.0,0.357142866,0.0,2005-07-27,70335Y104,0.8,149.8,0.0,,,,,Financial,Investment Companies,Investment Companies,3.36,0.4627249357326559,96.5,5.0
PCB US,PCB Bancorp,9.1,41.9,1.6,50.164,15.9444,20.0,2.75,318.888,2018-08-10,69320M109,-0.1,50.164,15.9444,48.1293,7123200.0,20 - 22,Priced Within Range,Financial,Banks,Commer Banks-Western US,1.91,0.0555542328357295,96.2,3.8
PCBI US,Peoples Community Bancorp Inc,-37.7,-499.6,-9.2,11.9,0.0,10.0,14.375,0.0,2000-03-30,7.11E+111,5.5,11.9,0.0,,,10-Oct,Priced Within Range,Financial,Savings&Loans,S&L/Thrifts-Central US,5.78,0.8244994110718371,107.1,4.0
PCI US,PIMCO Dynamic Credit and Mortg,,,,3430.11,0.0,25.0,0.0,0.0,2013-01-29,72202D106,,3430.11,0.0,4.71624,7289950.0,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,0.09,0.295730419292604,73.8,8.0
PCK US,PIMCO California Municipal Inc,,,,448.5,0.0,15.0,0.06666667,0.0,2002-06-26,72200M108,,448.5,0.0,15.9171,5130030.0,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,1.79,0.055617352614023,92.4,5.8
PCN US,PIMCO Corporate & Income Strat,,,,513.75,0.0,15.0,0.06666667,0.0,2001-12-19,72200U100,,513.75,0.0,10.6959,4844090.0,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds,2.06,-0.3945885005637069,88.8,5.7
PCPC/U US,Periphas Capital Partnering Co,,,2.0,414.0,16.56,25.0,1.802399993,414.0,2020-12-10,713895209,-0.0487664,414.0,16.56,1.13015,189929.0,25 - 25,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis,0.09,0.0941478467042596,80.7,6.7
PCPL/U US,E2open Parent Holdings Inc,28.9,-38.9,-3.5,414.0,41.4,10.0,0.600000024,414.0,2020-04-24,N.A.,0.2,414.0,41.4,,,,,Technology,Software,Enterprise Software/Serv,0.06,-0.668694186699718,71.8,14.8
PCRX US,Pacira BioSciences Inc,26.0,7.7,1.3,42.0,17.2329,7.0,0.285714299,120.63,2011-02-03,695127100,2.8,42.0,17.2329,130.888,60054300.0,7-Jul,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.18,0.493136502545162,77.5,9.0
PCSA US,Processa Pharmaceuticals Inc,,,-73.8,19.2,10.3154,4.0,-1.25,41.2616,2020-10-02,74275C205,-0.5,19.2,10.3154,8.37607,1339410.0,,,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.09,0.0414937759336148,81.8,6.9
PCSA US,Processa Pharmaceuticals Inc,,,-73.8,4.5,1.9,0.0,-1.25,0.0,2013-10-07,74275C205,-0.5,4.5,1.9,8.37607,1339410.0,3-Mar,,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.08,-0.2575283259804639,73.2,7.2
PCSB US,PCSB Financial Corp,4.5,26.4,0.8,178.264,18.1651,10.0,64.59999847,181.651,2017-04-21,69324R104,1.4,178.264,18.1651,51.0999,7835820.0,10-Oct,Priced Within Range,Financial,Banks,Commer Banks-Eastern US,0.82,0.296553336532688,97.0,4.4
PCTY US,Paylocity Holding Corp,34.1,10.6,2.6,137.729,49.2876,17.0,41.41176605,837.89,2014-03-19,70438V106,2.8,137.729,49.2876,77.3612,43070000.0,14 - 16,Priced Above Range,"Consumer, Non-cyclical",Commercial Services,Human Resources,0.06,0.6440044126228239,80.0,6.7
PCVX US,Vaxcyte Inc,,,-37.0,287.501,50.7295,16.0,63.4375,811.672,2020-06-12,92243G108,-2.3,287.501,50.7295,80.0006,63184700.0,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs,0.05,0.5472046927775109,78.1,11.0
